PassengerId,is_male,Location,Class,Fare,Age,had_parents,had_siblings,Survived
449,0,0,0,19.2583,5,1,1,1
450,1,1,0,30.5,52,0,0,1
451,1,0,1,27.75,36,1,1,0
452,1,0,0,19.9667,26.50758893,0,1,0
453,1,1,0,27.75,30,0,0,0
454,1,1,0,89.1042,49,0,1,1
455,1,0,0,8.05,26.50758893,0,0,0
456,1,0,0,7.8958,29,0,0,1
457,1,1,0,26.55,65,0,0,0
458,0,1,0,51.8625,34.61176471,0,1,1
459,0,0,1,10.5,50,0,0,1
460,1,0,0,7.75,26.50758893,0,0,0
461,1,1,0,26.55,48,0,0,1
462,1,0,0,8.05,34,0,0,0
463,1,1,0,38.5,47,0,0,0
464,1,0,1,13,48,0,0,0
465,1,0,0,8.05,26.50758893,0,0,0
466,1,0,0,7.05,38,0,0,0
467,1,0,1,0,30.74070707,0,0,0
468,1,1,0,26.55,56,0,0,0
469,1,0,0,7.725,26.50758893,0,0,0
470,0,0,0,19.2583,0.75,1,1,1
471,1,0,0,7.25,26.50758893,0,0,0
472,1,0,0,8.6625,38,0,0,0
473,0,0,1,27.75,33,1,1,1
474,0,0,1,13.7917,23,0,0,1
475,0,0,0,9.8375,22,0,0,0
476,1,1,0,52,41.28138614,0,0,0
477,1,0,1,21,34,0,1,0
478,1,0,0,7.0458,29,0,1,0
479,1,0,0,7.5208,22,0,0,0
480,0,0,0,12.2875,2,1,0,1
481,1,0,0,46.9,9,1,1,0
482,1,0,1,0,30.74070707,0,0,0
483,1,0,0,8.05,50,0,0,0
484,0,0,0,9.5875,63,0,0,1
485,1,1,0,91.0792,25,0,1,1
486,0,0,0,25.4667,21.75,1,1,0
487,0,1,0,90,35,0,1,1
488,1,1,0,29.7,58,0,0,0
489,1,0,0,8.05,30,0,0,0
490,1,0,0,15.9,9,1,1,1
491,1,0,0,19.9667,26.50758893,0,1,0
492,1,0,0,7.25,21,0,0,0
493,1,1,0,30.5,55,0,0,0
494,1,1,0,49.5042,71,0,0,0
495,1,0,0,8.05,21,0,0,0
496,1,0,0,14.4583,26.50758893,0,0,0
497,0,1,0,78.2667,54,0,1,1
498,1,0,0,15.1,26.50758893,0,0,0
499,0,1,0,151.55,25,1,1,0
500,1,0,0,7.7958,24,0,0,0
501,1,0,0,8.6625,17,0,0,0
502,0,0,0,7.75,21,0,0,0
503,0,0,0,7.6292,21.75,0,0,0
504,0,0,0,9.5875,37,0,0,0
505,0,1,0,86.5,16,0,0,1
506,1,1,0,108.9,18,0,1,0
507,0,0,1,26,33,1,0,1
508,1,1,0,26.55,41.28138614,0,0,1
509,1,0,0,22.525,28,0,0,0
510,1,0,0,56.4958,26,0,0,1
511,1,0,0,7.75,29,0,0,1
512,1,0,0,8.05,26.50758893,0,0,0
513,1,1,0,26.2875,36,0,0,1
514,0,1,0,59.4,54,0,1,1
515,1,0,0,7.4958,24,0,0,0
516,1,1,0,34.0208,47,0,0,0
517,0,0,1,10.5,34,0,0,1
518,1,0,0,24.15,26.50758893,0,0,0
519,0,0,1,26,36,0,1,1
520,1,0,0,7.8958,32,0,0,0
521,0,1,0,93.5,30,0,0,1
522,1,0,0,7.8958,22,0,0,0
523,1,0,0,7.225,26.50758893,0,0,0
524,0,1,0,57.9792,44,1,0,1
525,1,0,0,7.2292,26.50758893,0,0,0
526,1,0,0,7.75,40.5,0,0,0
527,0,0,1,10.5,50,0,0,1
528,1,1,0,221.7792,41.28138614,0,0,0
529,1,0,0,7.925,39,0,0,0
530,1,0,1,11.5,23,1,1,0
531,0,0,1,26,2,1,1,1
532,1,0,0,7.2292,26.50758893,0,0,0
533,1,0,0,7.2292,17,1,1,0
534,0,0,0,22.3583,21.75,1,0,1
535,0,0,0,8.6625,30,0,0,0
536,0,0,1,26.25,7,1,0,1
537,1,1,0,26.55,45,0,0,0
538,0,1,0,106.425,30,0,0,1
539,1,0,0,14.5,26.50758893,0,0,0
540,0,1,0,49.5,22,1,0,1
541,0,1,0,71,36,1,0,1
542,0,0,0,31.275,9,1,1,0
543,0,0,0,31.275,11,1,1,0
544,1,0,1,26,32,0,1,1
545,1,1,0,106.425,50,0,1,0
546,1,1,0,26,64,0,0,0
547,0,0,1,26,19,0,1,1
548,1,0,1,13.8625,30.74070707,0,0,1
549,1,0,0,20.525,33,1,1,0
550,1,0,1,36.75,8,1,1,1
551,1,1,0,110.8833,17,1,0,1
552,1,0,1,26,27,0,0,0
553,1,0,0,7.8292,26.50758893,0,0,0
554,1,0,0,7.225,22,0,0,1
555,0,0,0,7.775,22,0,0,1
556,1,1,0,26.55,62,0,0,0
557,0,1,0,39.6,48,0,1,1
558,1,1,0,227.525,41.28138614,0,0,0
559,0,1,0,79.65,39,1,1,1
560,0,0,0,17.4,36,0,1,1
561,1,0,0,7.75,26.50758893,0,0,0
562,1,0,0,7.8958,40,0,0,0
563,1,0,1,13.5,28,0,0,0
564,1,0,0,8.05,26.50758893,0,0,0
565,0,0,0,8.05,21.75,0,0,0
566,1,0,0,24.15,24,0,1,0
567,1,0,0,7.8958,19,0,0,0
568,0,0,0,21.075,29,1,0,0
569,1,0,0,7.2292,26.50758893,0,0,0
570,1,0,0,7.8542,32,0,0,1
571,1,0,1,10.5,62,0,0,1
572,0,1,0,51.4792,53,0,1,1
573,1,1,0,26.3875,36,0,0,1
574,0,0,0,7.75,21.75,0,0,1
575,1,0,0,8.05,16,0,0,0
576,1,0,0,14.5,19,0,0,0
577,0,0,1,13,34,0,0,1
578,0,1,0,55.9,39,0,1,1
579,0,0,0,14.4583,21.75,0,1,0
580,1,0,0,7.925,32,0,0,1
581,0,0,1,30,25,1,1,1
582,0,1,0,110.8833,39,1,1,1
583,1,0,1,26,54,0,0,0
584,1,1,0,40.125,36,0,0,0
585,1,0,0,8.7125,26.50758893,0,0,0
586,0,1,0,79.65,18,1,0,1
587,1,0,1,15,47,0,0,0
588,1,1,0,79.2,60,1,1,1
589,1,0,0,8.05,22,0,0,0
590,1,0,0,8.05,26.50758893,0,0,0
591,1,0,0,7.125,35,0,0,0
592,0,1,0,78.2667,52,0,1,1
593,1,0,0,7.25,47,0,0,0
594,0,0,0,7.75,21.75,1,0,0
595,1,0,1,26,37,0,1,0
596,1,0,0,24.15,36,1,1,0
597,0,0,1,33,28.72297297,0,0,1
598,1,0,0,0,49,0,0,0
599,1,0,0,7.225,26.50758893,0,0,0
600,1,1,0,56.9292,49,0,1,1
601,0,0,1,27,24,1,1,1
602,1,0,0,7.8958,26.50758893,0,0,0
603,1,1,0,42.4,41.28138614,0,0,0
604,1,0,0,8.05,44,0,0,0
605,1,1,0,26.55,35,0,0,1
606,1,0,0,15.55,36,0,1,0
607,1,0,0,7.8958,30,0,0,0
608,1,1,0,30.5,27,0,0,1
609,0,0,1,41.5792,22,1,1,1
610,0,1,0,153.4625,40,0,0,1
611,0,0,0,31.275,39,1,1,0
612,1,0,0,7.05,26.50758893,0,0,0
613,0,0,0,15.5,21.75,0,1,1
614,1,0,0,7.75,26.50758893,0,0,0
615,1,0,0,8.05,35,0,0,0
616,0,0,1,65,24,1,1,1
617,1,0,0,14.4,34,1,1,0
618,0,0,0,16.1,26,0,1,0
619,0,0,1,39,4,1,1,1
620,1,0,1,10.5,26,0,0,0
621,1,0,0,14.4542,27,0,1,0
622,1,1,0,52.5542,42,0,1,1
623,1,0,0,15.7417,20,1,1,1
624,1,0,0,7.8542,21,0,0,0
625,1,0,0,16.1,21,0,0,0
626,1,1,0,32.3208,61,0,0,0
627,1,0,1,12.35,57,0,0,0
628,0,1,0,77.9583,21,0,0,1
629,1,0,0,7.8958,26,0,0,0
630,1,0,0,7.7333,26.50758893,0,0,0
631,1,1,0,30,80,0,0,1
632,1,0,0,7.0542,51,0,0,0
633,1,1,0,30.5,32,0,0,1
634,1,1,0,0,41.28138614,0,0,0
635,0,0,0,27.9,9,1,1,0
636,0,0,1,13,28,0,0,1
637,1,0,0,7.925,32,0,0,0
638,1,0,1,26.25,31,1,1,0
639,0,0,0,39.6875,41,1,0,0
640,1,0,0,16.1,26.50758893,0,1,0
641,1,0,0,7.8542,20,0,0,0
642,0,1,0,69.3,24,0,0,1
643,0,0,0,27.9,2,1,1,0
644,1,0,0,56.4958,26.50758893,0,0,1
645,0,0,0,19.2583,0.75,1,1,1
646,1,1,0,76.7292,48,0,1,1
647,1,0,0,7.8958,19,0,0,0
648,1,1,0,35.5,56,0,0,1
649,1,0,0,7.55,26.50758893,0,0,0
650,0,0,0,7.55,23,0,0,1
651,1,0,0,7.8958,26.50758893,0,0,0
652,0,0,1,23,18,1,0,1
653,1,0,0,8.4333,21,0,0,0
654,0,0,0,7.8292,21.75,0,0,1
655,0,0,0,6.75,18,0,0,0
656,1,0,1,73.5,24,0,1,0
657,1,0,0,7.8958,26.50758893,0,0,0
658,0,0,0,15.5,32,1,1,0
659,1,0,1,13,23,0,0,0
660,1,1,0,113.275,58,1,0,0
661,1,1,0,133.65,50,0,1,1
662,1,0,0,7.225,40,0,0,0
663,1,1,0,25.5875,47,0,0,0
664,1,0,0,7.4958,36,0,0,0
665,1,0,0,7.925,20,0,1,1
666,1,0,1,73.5,32,0,1,0
667,1,0,1,13,25,0,0,0
668,1,0,0,7.775,26.50758893,0,0,0
669,1,0,0,8.05,43,0,0,0
670,0,1,0,52,34.61176471,0,1,1
671,0,0,1,39,40,1,1,1
672,1,1,0,52,31,0,1,0
673,1,0,1,10.5,70,0,0,0
674,1,0,1,13,31,0,0,1
675,1,0,1,0,30.74070707,0,0,0
676,1,0,0,7.775,18,0,0,0
677,1,0,0,8.05,24.5,0,0,0
678,0,0,0,9.8417,18,0,0,1
679,0,0,0,46.9,43,1,1,0
680,1,1,0,512.3292,36,1,0,1
681,0,0,0,8.1375,21.75,0,0,0
682,1,1,0,76.7292,27,0,0,1
683,1,0,0,9.225,20,0,0,0
684,1,0,0,46.9,14,1,1,0
685,1,0,1,39,60,1,1,0
686,1,0,1,41.5792,25,1,1,0
687,1,0,0,39.6875,14,1,1,0
688,1,0,0,10.1708,19,0,0,0
689,1,0,0,7.7958,18,0,0,0
690,0,1,0,211.3375,15,1,0,1
691,1,1,0,57,31,0,1,1
692,0,0,0,13.4167,4,1,0,1
693,1,0,0,56.4958,26.50758893,0,0,1
694,1,0,0,7.225,25,0,0,0
695,1,1,0,26.55,60,0,0,0
696,1,0,1,13.5,52,0,0,0
697,1,0,0,8.05,44,0,0,0
698,0,0,0,7.7333,21.75,0,0,1
699,1,1,0,110.8833,49,1,1,0
700,1,0,0,7.65,42,0,0,0
701,0,1,0,227.525,18,0,1,1
702,1,1,0,26.2875,35,0,0,1
703,0,0,0,14.4542,18,1,0,0
704,1,0,0,7.7417,25,0,0,0
705,1,0,0,7.8542,26,0,1,0
706,1,0,1,26,39,0,0,0
707,0,0,1,13.5,45,0,0,1
708,1,1,0,26.2875,42,0,0,1
709,0,1,0,151.55,22,0,0,1
710,1,0,0,15.2458,26.50758893,1,1,1
711,0,1,0,49.5042,24,0,0,1
712,1,1,0,26.55,41.28138614,0,0,0
713,1,1,0,52,48,0,1,1
714,1,0,0,9.4833,29,0,0,0
715,1,0,1,13,52,0,0,0
716,1,0,0,7.65,19,0,0,0
717,0,1,0,227.525,38,0,0,1
718,0,0,1,10.5,27,0,0,1
719,1,0,0,15.5,26.50758893,0,0,0
720,1,0,0,7.775,33,0,0,0
721,0,0,1,33,6,1,0,1
722,1,0,0,7.0542,17,0,1,0
723,1,0,1,13,34,0,0,0
724,1,0,1,13,50,0,0,0
725,1,1,0,53.1,27,0,1,1
726,1,0,0,8.6625,20,0,0,0
727,0,0,1,21,30,0,1,1
728,0,0,0,7.7375,21.75,0,0,1
729,1,0,1,26,25,0,1,0
730,0,0,0,7.925,25,0,1,0
731,0,1,0,211.3375,29,0,0,1
732,1,0,0,18.7875,11,0,0,0
733,1,0,1,0,30.74070707,0,0,0
734,1,0,1,13,23,0,0,0
735,1,0,1,13,23,0,0,0
736,1,0,0,16.1,28.5,0,0,0
737,0,0,0,34.375,48,1,1,0
738,1,1,0,512.3292,35,0,0,1
739,1,0,0,7.8958,26.50758893,0,0,0
740,1,0,0,7.8958,26.50758893,0,0,0
741,1,1,0,30,41.28138614,0,0,1
742,1,1,0,78.85,36,0,1,0
743,0,1,0,262.375,21,1,1,1
744,1,0,0,16.1,24,0,1,0
745,1,0,0,7.925,31,0,0,1
746,1,1,0,71,70,1,1,0
747,1,0,0,20.25,16,1,1,0
748,0,0,1,13,30,0,0,1
749,1,1,0,53.1,19,0,1,0
750,1,0,0,7.75,31,0,0,0
751,0,0,1,23,4,1,1,1
752,1,0,0,12.475,6,1,0,1
753,1,0,0,9.5,33,0,0,0
754,1,0,0,7.8958,23,0,0,0
755,0,0,1,65,48,1,1,1
756,1,0,1,14.5,0.67,1,1,1
757,1,0,0,7.7958,28,0,0,0
758,1,0,1,11.5,18,0,0,0
759,1,0,0,8.05,34,0,0,0
760,0,1,0,86.5,33,0,0,1
761,1,0,0,14.5,26.50758893,0,0,0
762,1,0,0,7.125,41,0,0,0
763,1,0,0,7.2292,20,0,0,1
764,0,1,0,120,36,1,1,1
765,1,0,0,7.775,16,0,0,0
766,0,1,0,77.9583,51,0,1,1
767,1,1,0,39.6,41.28138614,0,0,0
768,0,0,0,7.75,30.5,0,0,0
769,1,0,0,24.15,26.50758893,0,1,0
770,1,0,0,8.3625,32,0,0,0
771,1,0,0,9.5,24,0,0,0
772,1,0,0,7.8542,48,0,0,0
773,0,0,1,10.5,57,0,0,0
774,1,0,0,7.225,26.50758893,0,0,0
775,0,0,1,23,54,1,1,1
776,1,0,0,7.75,18,0,0,0
777,1,0,0,7.75,26.50758893,0,0,0
778,0,0,0,12.475,5,0,0,1
779,1,0,0,7.7375,26.50758893,0,0,0
780,0,1,0,211.3375,43,1,0,1
781,0,0,0,7.2292,13,0,0,1
782,0,1,0,57,17,0,1,1
783,1,1,0,30,29,0,0,0
784,1,0,0,23.45,26.50758893,1,1,0
785,1,0,0,7.05,25,0,0,0
786,1,0,0,7.25,25,0,0,0
787,0,0,0,7.4958,18,0,0,1
788,1,0,0,29.125,8,1,1,0
789,1,0,0,20.575,1,1,1,1
790,1,1,0,79.2,46,0,0,0
791,1,0,0,7.75,26.50758893,0,0,0
792,1,0,1,26,16,0,0,0
793,0,0,0,69.55,21.75,1,1,0
794,1,1,0,30.6958,41.28138614,0,0,0
795,1,0,0,7.8958,25,0,0,0
796,1,0,1,13,39,0,0,0
797,0,1,0,25.9292,49,0,0,1
798,0,0,0,8.6833,31,0,0,1
799,1,0,0,7.2292,30,0,0,0
800,0,0,0,24.15,30,1,1,0
801,1,0,1,13,34,0,0,0
802,0,0,1,26.25,31,1,1,1
803,1,1,0,120,11,1,1,1
804,1,0,0,8.5167,0.42,1,0,1
805,1,0,0,6.975,27,0,0,1
806,1,0,0,7.775,31,0,0,0
807,1,1,0,0,39,0,0,0
808,0,0,0,7.775,18,0,0,0
809,1,0,1,13,39,0,0,0
810,0,1,0,53.1,33,0,1,1
811,1,0,0,7.8875,26,0,0,0
812,1,0,0,24.15,39,0,0,0
813,1,0,1,10.5,35,0,0,0
814,0,0,0,31.275,6,1,1,0
815,1,0,0,8.05,30.5,0,0,0
816,1,1,0,0,41.28138614,0,0,0
817,0,0,0,7.925,23,0,0,0
818,1,0,1,37.0042,31,1,1,0
819,1,0,0,6.45,43,0,0,0
820,1,0,0,27.9,10,1,1,0
821,0,1,0,93.5,52,1,1,1
822,1,0,0,8.6625,27,0,0,1
823,1,1,0,0,38,0,0,0
824,0,0,0,12.475,27,1,0,1
825,1,0,0,39.6875,2,1,1,0
826,1,0,0,6.95,26.50758893,0,0,0
827,1,0,0,56.4958,26.50758893,0,0,0
828,1,0,1,37.0042,1,1,0,1
829,1,0,0,7.75,26.50758893,0,0,1
830,0,1,0,80,62,0,0,1
831,0,0,0,14.4542,15,0,1,1
832,1,0,1,18.75,0.83,1,1,1
833,1,0,0,7.2292,26.50758893,0,0,0
834,1,0,0,7.8542,23,0,0,0
835,1,0,0,8.3,18,0,0,0
836,0,1,0,83.1583,39,1,1,1
837,1,0,0,8.6625,21,0,0,0
838,1,0,0,8.05,26.50758893,0,0,0
839,1,0,0,56.4958,32,0,0,1
840,1,1,0,29.7,41.28138614,0,0,1
841,1,0,0,7.925,20,0,0,0
842,1,0,1,10.5,16,0,0,0
843,0,1,0,31,30,0,0,1
844,1,0,0,6.4375,34.5,0,0,0
845,1,0,0,8.6625,17,0,0,0
846,1,0,0,7.55,42,0,0,0
847,1,0,0,69.55,26.50758893,1,1,0
848,1,0,0,7.8958,35,0,0,0
849,1,0,1,33,28,1,0,0
850,0,1,0,89.1042,34.61176471,0,1,1
851,1,0,0,31.275,4,1,1,0
852,1,0,0,7.775,74,0,0,0
853,0,0,0,15.2458,9,1,1,0
854,0,1,0,39.4,16,1,0,1
855,0,0,1,26,44,0,1,0
856,0,0,0,9.35,18,1,0,1
857,0,1,0,164.8667,45,1,1,1
858,1,1,0,26.55,51,0,0,1
859,0,0,0,19.2583,24,1,0,1
860,1,0,0,7.2292,26.50758893,0,0,0
861,1,0,0,14.1083,41,0,1,0
862,1,0,1,11.5,21,0,1,0
863,0,1,0,25.9292,48,0,0,1
864,0,0,0,69.55,21.75,1,1,0
865,1,0,1,13,24,0,0,0
866,0,0,1,13,42,0,0,1
867,0,0,1,13.8583,27,0,1,1
868,1,1,0,50.4958,31,0,0,0
869,1,0,0,9.5,26.50758893,0,0,0
870,1,0,0,11.1333,4,1,1,1
871,1,0,0,7.8958,26,0,0,0
872,0,1,0,52.5542,47,1,1,1
873,1,1,0,5,33,0,0,0
874,1,0,0,9,47,0,0,0
875,0,0,1,24,28,0,1,1
876,0,0,0,7.225,15,0,0,1
877,1,0,0,9.8458,20,0,0,0
878,1,0,0,7.8958,19,0,0,0
879,1,0,0,7.8958,26.50758893,0,0,0
880,0,1,0,83.1583,56,1,0,1
881,0,0,1,26,25,1,0,1
882,1,0,0,7.8958,33,0,0,0
883,0,0,0,10.5167,22,0,0,0
884,1,0,1,10.5,28,0,0,0
885,1,0,0,7.05,25,0,0,0
886,0,0,0,29.125,39,1,0,0
887,1,0,1,13,27,0,0,0
888,0,1,0,30,19,0,0,1
889,0,0,0,23.45,21.75,1,1,0
890,1,1,0,30,26,0,0,1
891,1,0,0,7.75,32,0,0,0